Albanian to English,1052,1033,453054731,Localization Care,0,,1
English to Norwegian (Bokmål),1033,1044,3212,Wordbusters Translations,0,,2
English to Norwegian (Bokmål),1033,1044,453055118,NordicTrans,1730,Oracle - Legal,4
English to Norwegian (Nynorsk),1033,2068,3212,Wordbusters Translations,0,,1
English to Oriya,1033,1096,3384,IndicTrans Multi-Ligual Solutions,0,,2
English to Oriya,1033,1096,453054669,Webdunia Inc.,0,,1
English to Oromo,1033,1138,3971,All Locatrans,0,,1
English to Oromo,1033,1138,453054910,Bayan-Tech,0,,2
English to Pashto/Afghani,1033,1123,453054910,Bayan-Tech,0,,1
English to Polish,1033,1045,453054693,Janus WWI,0,,2
English to Polish,1033,1045,3942,"Karolczyk, Teresa",0,,3
English to Polish,1033,1045,453054731,Localization Care,0,,1
English to Portuguese (Braz),1033,1046,1121,"Bojlesen, Ines",0,,3
English to Portuguese (Braz),1033,1046,453055265,"Corbellini, Estela",0,,4
English to Portuguese (Braz),1033,1046,453055254,"Dornellas, Gustavo",0,,5
English to Portuguese (Braz),1033,1046,453054844,mts.bp,0,,2
English to Portuguese (Braz),1033,1046,453054653,"Multiservice Gateway, Inc.",0,,6
English to Portuguese (Braz),1033,1046,1100,Terralingua Traducoes S/C Ltda.,0,,7
English to Portuguese (Braz),1033,1046,1786,"Translation Source, Ltd.",0,,8
English to Portuguese (Braz),1033,1046,453054985,viaLanguage - Panama,0,,1
English to Portuguese (Port),1033,2070,3986,AUTONET,0,,3
English to Portuguese (Port),1033,2070,4010,Editrad,0,,2
English to Portuguese (Port),1033,2070,453054929,"Soares, Sara",0,,4
English to Portuguese (Port),1033,2070,453054679,TIPS,0,,1
English to Portuguese (Port),1033,2070,1786,"Translation Source, Ltd.",0,,5
English to Punjabi,1033,1094,3384,IndicTrans Multi-Ligual Solutions,0,,2
English to Punjabi,1033,1094,453054669,Webdunia Inc.,0,,1
English to Romanian,1033,1048,453054733,Ando Translations,0,,1
English to Romanian,1033,1048,453054833,"ASPENA, s.r.o.",0,,2
English to Romanian,1033,1048,453055096,Diskusija,0,,3
English to Romanian,1033,1048,453054731,Localization Care,0,,4
English to Russian,1033,1049,453055275,AltPlus Translation Company,0,,3
English to Russian,1033,1049,453054693,Janus WWI,0,,2
English to Russian,1033,1049,3884,NuCleo Group,0,,1
English to Russian,1033,1049,453055042,"Voloshin, Abram",0,,4
English to Samoan,1033,8251,3990,"Tipi-Faitua, Breda",0,,1
English to Serbian (Cyrillic),1033,3098,453054833,"ASPENA, s.r.o.",0,,1
English to Serbian (Cyrillic),1033,3098,453055096,Diskusija,0,,2
English to Serbian (Latin),1033,2074,453054833,"ASPENA, s.r.o.",0,,1
English to Serbian (Latin),1033,2074,453055096,Diskusija,0,,3
English to Serbian (Latin),1033,2074,453054731,Localization Care,0,,2
English to Shona,1033,1013,3971,All Locatrans,0,,1
English to Sinhala (Sinhalese),1033,9275,3384,IndicTrans Multi-Ligual Solutions,0,,2
English to Sinhala (Sinhalese),1033,9275,453054669,Webdunia Inc.,0,,1
English to Slovak,1033,1051,453054733,Ando Translations,0,,1
English to Slovak,1033,1051,453054833,"ASPENA, s.r.o.",0,,2
English to Slovak,1033,1051,453055096,Diskusija,0,,3
English to Slovak,1033,1051,453054731,Localization Care,0,,4
English to Slovenian,1033,1060,453054833,"ASPENA, s.r.o.",0,,2
English to Slovenian,1033,1060,453054731,Localization Care,0,,1
English to Slovenian,1033,1060,453055206,Vanenberg Translations,0,,3
English to Somali,1033,1143,3971,All Locatrans,0,,2
English to Somali,1033,1143,3906,"Allin, Karim",0,,1
English to Somali,1033,1143,453054910,Bayan-Tech,0,,3
English to Southern Sotho (Sesotho),1033,1072,3971,All Locatrans,0,,1
English to Southern Sotho (Sesotho),1033,1072,453054910,Bayan-Tech,0,,2
English to Spanish (LatAm),1033,58378,453055286,Cobalt Fox International,0,,7
English to Spanish (LatAm),1033,58378,453054700,Irujo Inc. dba Spansource,0,,4
English to Spanish (LatAm),1033,58378,453055097,LexisPlus Translations,0,,5
English to Spanish (LatAm),1033,58378,453055220,Monarch Translations,0,,3
English to Spanish (LatAm),1033,58378,453054653,"Multiservice Gateway, Inc.",0,,2
English to Spanish (LatAm),1033,58378,453054713,Ocean Translations - WIRE,0,,6
English to Spanish (LatAm),1033,58378,453055271,Traduservice,0,,8
English to Spanish (LatAm),1033,58378,453054985,viaLanguage - Panama,0,,1
English to Spanish (Mexico),1033,2058,453054700,Irujo Inc. dba Spansource,0,,2
English to Spanish (Mexico),1033,2058,453054653,"Multiservice Gateway, Inc.",0,,1
English to Spanish (Spain),1033,1034,3945,Hermes Traducciones y Servicios Linguist.,0,,1
English to Spanish (Spain),1033,1034,3874,Lemon Tree Snc,0,,2
English to Spanish (Spain),1033,1034,453055244,"OneDocument, S.L.",0,,3
English to Spanish (Spain),1033,1034,453054767,"Perez, Gema",0,,5
English to Spanish (Spain),1033,1034,1786,"Translation Source, Ltd.",0,,4
English to Swahili,1033,1089,3971,All Locatrans,0,,1
English to Swahili,1033,1089,453054910,Bayan-Tech,0,,2
English to Swedish,1033,1053,453054984,Apro Translation,0,,2
English to Swedish,1033,1053,453054667,Letras Language Solutions S.L,0,,1
English to Swedish,1033,1053,3212,Wordbusters Translations,0,,3
English to Swedish,1033,1053,453055118,NordicTrans,1730,Oracle - Legal,4
English to Tagalog,1033,1124,453054950,Asial10n,0,,4
English to Tagalog,1033,1124,3943,Asian Trans World,0,,3
English to Tagalog,1033,1124,3991,Qwertyworks Touchbase,0,,2
English to Tagalog,1033,1124,3946,Rose Leilani,0,,1
English to Tajik,1033,1064,453054693,Janus WWI,0,,1
English to Tamil,1033,1097,453054910,Bayan-Tech,0,,2
English to Tamil,1033,1097,3384,IndicTrans Multi-Ligual Solutions,0,,3
English to Tamil,1033,1097,453054669,Webdunia Inc.,0,,1
English to Tatar,1033,1092,453054693,Janus WWI,0,,1
English to Telugu,1033,1098,453054910,Bayan-Tech,0,,2
English to Telugu,1033,1098,3384,IndicTrans Multi-Ligual Solutions,0,,3
English to Telugu,1033,1098,453054669,Webdunia Inc.,0,,1
English to Thai,1033,1054,453054950,Asial10n,0,,1
English to Thai,1033,1054,3943,Asian Trans World,0,,2
English to Thai,1033,1054,4008,Vinatranet,0,,3
English to Tigrinya,1033,2163,3971,All Locatrans,0,,1
English to Tigrinya,1033,2163,453054910,Bayan-Tech,0,,2
English to Tongan,1033,1075,3988,Telehea Translation,0,,1
English to Tongan,1033,1075,453055190,"Shamebo, Daniel",1265,California Family Health Council,2
English to Tswana (Setswana),1033,1074,3971,All Locatrans,0,,1
English to Tswana (Setswana),1033,1074,453054910,Bayan-Tech,0,,2
English to Turkish,1033,1055,3971,All Locatrans,0,,5
English to Turkish,1033,1055,453054910,Bayan-Tech,0,,4
English to Turkish,1033,1055,453054762,CONTENTECH - wire,0,,3
English to Turkish,1033,1055,453054928,Orient Translation Services,0,,2
English to Turkish,1033,1055,453054719,Urban Translation Services,0,,1
English to Turkmen,1033,1090,453054693,Janus WWI,0,,1
English to Twi/Fante (Akan),1033,1074,3971,All Locatrans,0,,1
English to Twi/Fante (Akan),1033,1074,453054910,Bayan-Tech,0,,2
English to Ukrainian,1033,1058,453054682,"Highduke, Dmitrie",0,,3
English to Ukrainian,1033,1058,453054693,Janus WWI,0,,1
English to Ukrainian,1033,1058,3884,NuCleo Group,0,,2
English to Urdu,1033,1056,3971,All Locatrans,0,,3
English to Urdu,1033,1056,453054910,Bayan-Tech,0,,4
English to Urdu,1033,1056,453054762,CONTENTECH - wire,0,,1
English to Urdu,1033,1056,3384,IndicTrans Multi-Ligual Solutions,0,,5
English to Urdu,1033,1056,453054669,Webdunia Inc.,0,,2
English to Uzbek,1033,1091,453054693,Janus WWI,0,,1
English to Vietnamese,1033,1066,3857,1-Stop Translation,0,,5
English to Vietnamese,1033,1066,453054950,Asial10n,0,,4
English to Vietnamese,1033,1066,3943,Asian Trans World,0,,1
English to Vietnamese,1033,1066,3921,Cromie Thailai Translation,0,,3
English to Vietnamese,1033,1066,4008,Vinatranet,0,,2
English to Visayan (Cebuano),1033,1076,3991,Qwertyworks Touchbase,0,,1
English to Wolof,1033,1160,3971,All Locatrans,0,,1
English to Wolof,1033,1160,453054910,Bayan-Tech,0,,2
English to Xhosa,1033,1076,3971,All Locatrans,0,,1
English to Xhosa,1033,1076,453054910,Bayan-Tech,0,,2
English to Yoruba,1033,1130,3971,All Locatrans,0,,1
English to Yoruba,1033,1130,453054910,Bayan-Tech,0,,2
English to Zulu,1033,1077,3971,All Locatrans,0,,1
English to Zulu,1033,1077,453054910,Bayan-Tech,0,,2
Farsi/Persian to English (US),1065,1033,453054910,Bayan-Tech,0,,1
Finnish to English (US),1035,1033,453054984,Apro Translation,0,,1
French to Dutch,1036,1043,453054707,Helena Technical Translations B.V.,0,,1
French to English (US),1036,1033,1528,"Johnson, Charles",0,,3
French to English (US),1036,1033,453054838,"Mitchel, Stephanie",0,,1
French to English (US),1036,1033,453055243,"Provencher, Monique",0,,2
French to Russian,1036,1049,3884,NuCleo Group,0,,1
German to Armenian,1031,1091,453054693,Janus WWI,0,,1
German to Dutch (Netherlands),1031,1043,453054707,Helena Technical Translations B.V.,0,,1
German to English (US),1031,1033,3143,ACME Translations,0,,3
German to English (US),1031,1033,453054726,"Becker-Boelter, Sonja",0,,4
German to English (US),1031,1033,2565,"Edwards, Mary",0,,5
German to English (US),1031,1033,4000,"Gaus, Linda",0,,6
German to English (US),1031,1033,1480,"Higgins, Hilary",0,,2
German to English (US),1031,1033,453054715,Rheinschrift Übersetzungen,0,,1
German to French (Europe),1031,1036,453054956,Lebras Translations,0,,1
German to French (Europe),1031,1036,453054715,Rheinschrift Übersetzungen,0,,2
German to Georgian,1031,1079,453054693,Janus WWI,0,,1
German to Greek,1031,1032,453054712,Technical Translations,0,,1
German to Hungarian,1031,1038,453054727,e-spire Bt.,0,,2
German to Indonesian,1031,1057,453054674,Tranda Globalization,0,,2
German to Italian,1031,1040,3874,Lemon Tree Snc,0,,1
German to Japanese,1031,1041,453054674,Tranda Globalization,0,,2
German to Kazakh,1031,1087,453054693,Janus WWI,0,,1
German to Korean,1031,1042,453054674,Tranda Globalization,0,,2
German to Malay,1031,1086,453054674,Tranda Globalization,0,,2
German to Moldavian,1031,2072,453054693,Janus WWI,0,,1
German to Norwegian,1031,1044,453054667,Letras Language Solutions S.L,0,,2
German to Polish,1031,1045,453054731,Localization Care,0,,1
German to Portuguese (Brazil),1031,1046,453054908,Win and Winnow Communications,0,,2
German to Portuguese (Port),1031,2070,453054679,TIPS,0,,1
German to Russian,1031,1049,453054693,Janus WWI,0,,1
German to Russian,1031,1049,3884,NuCleo Group,0,,2
German to Spanish (Spain),1031,3082,3945,Hermes Traducciones y Servicios Linguist.,0,,1
German to Swedish,1031,1053,453054667,Letras Language Solutions S.L,0,,2
German to Tajik,1031,1064,453054693,Janus WWI,0,,1
German to Tatar,1031,1092,453054693,Janus WWI,0,,1
German to Thai,1031,1054,453054674,Tranda Globalization,0,,2
German to Turkmen,1031,1090,453054693,Janus WWI,0,,1
German to Ukrainian,1031,1058,453054693,Janus WWI,0,,1
German to Uzbek,1031,1091,453054693,Janus WWI,0,,1
German to Vietnamese,1031,1066,453054674,Tranda Globalization,0,,2
Greek to English (US),1032,1033,453054712,Technical Translations,0,,1
Greek to German,1032,1031,453054712,Technical Translations,0,,1
Hebrew to English (US),1037,1033,453054910,Bayan-Tech,0,,1
Hungarian to English (US),1038,1033,453054731,Localization Care,0,,1
Icelandic to English (US),1039,1033,453054984,Apro Translation,0,,1
Indonesian to English (US),1057,1033,3035,George,0,,2
Indonesian to English (US),1057,1033,453055216,"Weinstock, Justin",0,,1
Italian to English (US),1040,1033,1024,"Amadio, Michael",0,,2
Italian to English (US),1040,1033,1528,"Johnson, Charles",0,,1
Italian to German,1040,1031,3874,Lemon Tree Snc,0,,1
Japanese to English (US),1041,1033,3943,Asian Trans World,0,,2
Japanese to English (US),1041,1033,453055039,"Kudo, Jennifer",0,,1
Korean to English (US),1042,1033,3857,1-Stop Translation,0,,2
Korean to English (US),1042,1033,3943,Asian Trans World,0,,3
Korean to English (US),1042,1033,453054732,"Lee, Inkwon",0,,1
Macedonian to English (US),1071,1033,453054731,Localization Care,0,,1
Norwegian (Bokmål) to English (US),1044,1033,453054984,Apro Translation,0,,1
Polish to English (US),1045,1033,453054731,Localization Care,0,,1
Portuguese to English (US),1046,1033,1121,"Bojlesen, Ines",0,,1
Portuguese to English (US),1046,1033,453054653,"Multiservice Gateway, Inc.",0,,2
Romanian to English (US),1048,1033,453054731,Localization Care,0,,1
Russian to English (US),1049,1033,453054693,Janus WWI,0,,2
Russian to English (US),1049,1033,3884,NuCleo Group,0,,1
Serbian to English (US),2074,1033,453054731,Localization Care,0,,1
Slovak to English (US),1051,1033,453054896,"Fislova, Dasha",0,,1
Slovenian to English (US),1051,1033,453054731,Localization Care,0,,1
Spanish (LatAm) to English (US),58378,1033,453055283,"Carr-Rollitt, Tomas",0,,3
Spanish (LatAm) to English (US),58378,1033,453055286,Cobalt Fox International,0,,2
Spanish (LatAm) to English (US),58378,1033,453055284,Omniverbal,0,,1
Spanish (LatAm) to English (US),58378,1033,453055271,Traduservice,0,,4
Spanish (Spain) to English (US),3082,1033,453054908,Win and Winnow Communications,0,,2
Spanish to Dutch,3082,1043,453054707,Helena Technical Translations B.V.,0,,2
Spanish to English (US),1034,1033,1528,"Johnson, Charles",0,,1
Spanish to English (US),1034,1033,453054653,"Multiservice Gateway, Inc.",0,,2
Spanish to English (US),1034,1033,453054713,Ocean Translations - WIRE,0,,3
Spanish to English (US),1034,1033,1786,"Translation Source, Ltd.",0,,4
Swedish to English (US),1053,1033,453054984,Apro Translation,0,,1
Thai to English (US),1054,1033,3943,Asian Trans World,0,,1
Ukranian to English (US),1058,1033,453054693,Janus WWI,0,,1
Urdu to English (US),1056,1033,453054669,Webdunia Inc.,0,,1
Vietnamese to English (US),1066,1033,3943,Asian Trans World,0,,2
Vietnamese to English (US),1066,1033,4008,Vinatranet,0,,1
Zulu to English (US),1077,1033,453054910,Bayan-Tech,0,,1
